Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition
43,Travel_Rarely,676,Research & Development,24,2,Life Sciences,1,842,4,Male,61,3,2,Research Scientist,3,Married,2389,17421,4,Y,No,24,3,2,80,0,6,3,3,10,1,5,3,Yes
26,Travel_Rarely,1101,Sales,24,2,Marketing,1,843,4,Female,88,1,2,Manufacturing Director,1,Married,1136,10779,2,Y,No,20,3,2,80,1,2,4,4,12,0,4,1,No
40,Travel_Rarely,993,Research & Development,8,2,Life Sciences,1,844,2,Male,70,3,5,Research Scientist,3,Divorced,1009,5273,2,Y,No,19,3,4,80,0,12,6,2,20,0,1,3,No
38,Travel_Rarely,113,Research & Development,6,1,Life Sciences,1,845,2,Female,41,2,5,Laboratory Technician,4,Married,2368,14129,3,Y,No,16,3,4,80,1,7,3,4,12,2,4,1,No
41,Travel_Rarely,242,Research & Development,6,3,Other,1,846,4,Male,40,4,4,Manufacturing Director,3,Married,10475,24692,3,Y,Yes,18,3,3,80,2,16,3,2,13,1,0,2,Yes
39,Travel_Rarely,118,Research & Development,21,5,Life Sciences,1,847,4,Male,48,2,5,Sales Executive,2,Married,7173,19841,4,Y,No,12,3,2,80,1,3,3,1,3,4,3,0,No
59,Travel_Frequently,1188,Research & Development,9,2,Life Sciences,1,848,3,Male,83,4,2,Laboratory Technician,3,Divorced,10851,17103,6,Y,Yes,18,4,3,80,0,13,5,3,12,6,7,1,No
31,Travel_Rarely,354,Research & Development,4,3,Life Sciences,1,849,4,Male,86,3,5,Sales Executive,1,Single,1009,25745,3,Y,Yes,19,3,4,80,0,11,0,1,10,10,0,1,Yes
32,Travel_Rarely,566,Research & Development,26,4,Other,1,850,2,Female,71,1,4,Laboratory Technician,3,Married,7784,13684,6,Y,No,14,3,1,80,0,14,1,2,3,4,0,2,No
31,Travel_Frequently,477,Research & Development,12,1,Technical Degree,1,851,1,Male,60,3,3,Healthcare Representative,2,Married,7724,3150,8,Y,No,15,3,4,80,0,15,2,4,0,4,5,3,Yes
31,Travel_Rarely,1082,Research & Development,28,3,Marketing,1,852,3,Female,81,3,1,Sales Executive,4,Divorced,12141,2236,2,Y,No,15,3,4,80,0,16,1,3,1,11,0,0,No
31,Travel_Rarely,621,Research & Development,12,3,Other,1,853,3,Female,31,4,5,Research Director,2,Divorced,4577,13601,4,Y,Yes,12,3,4,80,1,17,4,3,3,0,7,4,No
47,Travel_Rarely,191,Research & Development,23,5,Life Sciences,1,854,4,Male,67,2,2,Laboratory Technician,4,Single,4244,23309,3,Y,Yes,15,3,1,80,1,15,1,4,5,0,5,8,No
49,Travel_Rarely,821,Human Resources,17,3,Other,1,855,1,Female,61,1,3,Research Director,1,Single,13580,26277,8,Y,No,19,3,4,80,1,13,2,1,11,6,5,6,No
31,Travel_Rarely,905,Research & Development,15,5,Medical,1,856,3,Male,39,1,2,Sales Executive,1,Divorced,5696,12170,4,Y,No,14,3,2,80,0,6,0,1,12,8,5,0,No
29,Non-Travel,897,Research & Development,9,1,Life Sciences,1,857,2,Female,37,1,5,Research Director,3,Single,7333,20742,9,Y,No,20,3,2,80,0,17,4,1,17,9,0,7,No
41,Travel_Rarely,731,Sales,7,1,Life Sciences,1,858,4,Male,49,1,4,Sales Executive,1,Single,8738,20402,1,Y,Yes,13,3,4,80,0,5,0,1,9,0,0,1,Yes
31,Travel_Rarely,1300,Human Resources,10,4,Life Sciences,1,859,2,Male,49,2,1,Laboratory Technician,1,Single,1009,14331,9,Y,Yes,24,4,3,80,0,9,4,3,0,0,6,5,Yes
42,Travel_Frequently,177,Sales,16,5,Marketing,1,860,4,Male,38,1,1,Research Director,2,Single,6693,4575,0,Y,Yes,17,3,3,80,0,4,2,2,1,3,1,0,Yes
38,Travel_Rarely,1027,Research & Development,12,5,Life Sciences,1,861,3,Female,44,4,3,Research Scientist,2,Married,1009,12176,6,Y,No,18,4,1,80,0,4,0,4,5,6,1,6,Yes
23,Travel_Rarely,501,Sales,25,2,Marketing,1,862,4,Female,92,4,1,Sales Executive,3,Married,6088,25455,0,Y,Yes,23,3,1,80,1,8,2,2,13,2,4,4,No
50,Travel_Rarely,1071,Sales,7,2,Life Sciences,1,863,1,Male,50,1,4,Manager,3,Married,5115,9990,7,Y,No,23,3,2,80,2,9,2,2,10,0,2,4,Yes
53,Travel_Rarely,1196,Research & Development,18,4,Life Sciences,1,864,2,Male,34,1,2,Laboratory Technician,3,Divorced,4120,21603,8,Y,Yes,20,3,2,80,0,4,5,1,2,0,5,4,Yes
31,Travel_Rarely,1305,Human Resources,15,1,Other,1,865,1,Male,64,2,4,Laboratory Technician,3,Single,9445,9144,6,Y,No,16,3,4,80,1,11,1,2,0,7,4,10,No
33,Travel_Rarely,1249,Sales,6,2,Other,1,866,2,Female,97,2,3,Sales Executive,2,Single,6957,8105,8,Y,Yes,16,3,3,80,0,12,4,1,3,8,1,7,Yes
39,Travel_Rarely,1418,Research & Development,26,3,Life Sciences,1,867,2,Male,77,1,3,Manufacturing Director,3,Divorced,1513,17424,9,Y,No,23,3,2,80,2,7,3,1,0,6,1,6,No
39,Non-Travel,898,Sales,12,1,Life Sciences,1,868,4,Female,91,2,1,Sales Executive,3,Married,1354,13508,5,Y,Yes,15,3,3,80,0,29,3,2,6,4,3,6,No
42,Travel_Rarely,296,Sales,11,3,Life Sciences,1,869,3,Male,64,3,4,Research Director,1,Single,10448,6244,6,Y,No,21,3,1,80,0,13,0,4,9,1,3,11,No
55,Travel_Rarely,329,Research & Development,20,5,Life Sciences,1,870,3,Male,99,1,2,Manufacturing Director,3,Married,6322,17970,2,Y,No,16,3,1,80,0,12,2,2,8,0,4,3,No
35,Travel_Rarely,562,Research & Development,3,1,Life Sciences,1,871,1,Female,50,2,4,Healthcare Representative,4,Single,1009,9098,8,Y,Yes,19,3,4,80,0,6,1,2,4,0,2,0,Yes
29,Travel_Rarely,719,Sales,2,4,Human Resources,1,872,4,Female,68,4,2,Research Scientist,1,Married,4542,11292,2,Y,No,12,3,4,80,1,12,4,3,7,0,1,10,Yes
24,Travel_Rarely,1146,Research & Development,6,5,Other,1,873,3,Female,63,1,2,Sales Representative,2,Single,5759,3314,5,Y,No,20,3,2,80,3,13,0,1,0,3,1,2,Yes
30,Travel_Rarely,165,Sales,24,5,Medical,1,874,2,Male,44,1,4,Laboratory Technician,4,Married,1009,6755,3,Y,No,21,3,3,80,1,11,2,3,2,5,0,5,No
36,Travel_Frequently,266,Research & Development,22,3,Life Sciences,1,875,2,Female,35,4,5,Sales Representative,3,Single,3506,6960,8,Y,No,13,3,2,80,0,22,5,4,8,4,7,5,No
53,Travel_Rarely,128,Human Resources,25,5,Life Sciences,1,876,4,Male,95,4,4,Research Scientist,1,Divorced,10813,3891,0,Y,No,11,3,2,80,1,0,3,2,20,9,0,1,Yes
32,Travel_Rarely,1436,Research & Development,5,2,Life Sciences,1,877,1,Female,85,2,2,Healthcare Representative,3,Married,18201,8068,8,Y,Yes,14,3,3,80,1,8,3,3,15,4,0,0,No
38,Travel_Rarely,1113,Research & Development,18,1,Other,1,878,4,Male,78,4,3,Laboratory Technician,1,Married,7922,15259,3,Y,Yes,12,3,2,80,1,16,4,3,0,0,5,7,Yes
36,Travel_Rarely,386,Research & Development,16,2,Other,1,879,1,Male,30,3,3,Sales Executive,3,Single,1009,21349,9,Y,No,16,3,4,80,1,4,4,2,12,3,3,8,No
47,Travel_Rarely,382,Research & Development,8,3,Life Sciences,1,880,4,Male,94,1,1,Research Scientist,4,Single,5477,20095,4,Y,No,23,3,3,80,1,0,4,2,8,3,8,6,No
59,Travel_Rarely,939,Sales,25,3,Marketing,1,881,2,Male,57,3,3,Sales Executive,2,Married,7073,9099,0,Y,Yes,11,3,3,80,1,7,0,1,8,5,1,5,No
32,Travel_Rarely,932,Research & Development,26,1,Other,1,882,4,Male,49,2,5,Research Scientist,4,Married,10195,24549,0,Y,No,18,3,2,80,1,19,4,1,22,7,2,0,No
32,Travel_Rarely,1289,Research & Development,20,5,Life Sciences,1,883,3,Female,77,4,2,Research Scientist,4,Married,10306,6706,5,Y,Yes,20,3,3,80,0,4,0,3,4,5,0,2,No
46,Travel_Frequently,1019,Sales,22,4,Life Sciences,1,884,3,Female,94,1,4,Laboratory Technician,2,Married,12911,22235,9,Y,No,16,4,4,80,0,8,1,2,10,2,2,8,Yes
43,Non-Travel,325,Sales,11,3,Other,1,885,4,Female,80,4,4,Manufacturing Director,1,Single,6492,20510,0,Y,No,19,3,4,80,1,14,2,1,11,9,0,1,Yes
53,Travel_Frequently,885,Human Resources,10,1,Medical,1,886,1,Male,72,4,5,Laboratory Technician,1,Married,6583,11959,1,Y,No,22,3,1,80,2,6,3,1,2,7,0,4,No
42,Travel_Frequently,1271,Research & Development,24,4,Life Sciences,1,887,1,Male,78,2,3,Sales Executive,2,Single,1009,13985,2,Y,Yes,16,3,1,80,0,7,6,4,0,0,0,5,Yes
33,Travel_Rarely,1066,Sales,25,5,Life Sciences,1,888,2,Female,54,2,2,Healthcare Representative,3,Single,1739,12377,6,Y,No,20,3,1,80,3,6,6,3,0,6,2,5,No
42,Non-Travel,1051,Sales,12,3,Other,1,889,2,Male,70,2,3,Research Director,1,Married,1009,7047,1,Y,No,17,3,1,80,0,6,0,3,8,1,0,0,No
46,Travel_Rarely,1155,Research & Development,21,1,Life Sciences,1,890,1,Male,93,2,1,Research Scientist,4,Divorced,2548,22792,4,Y,No,15,3,2,80,0,2,2,3,12,0,0,3,No
44,Non-Travel,146,Research & Development,28,1,Medical,1,891,4,Female,90,1,3,Sales Executive,2,Married,1086,23141,8,Y,Yes,24,3,1,80,0,9,5,2,10,5,0,7,No
41,Non-Travel,572,Research & Development,6,1,Medical,1,892,2,Male,41,3,1,Laboratory Technician,4,Divorced,1404,9145,9,Y,No,18,4,1,80,2,19,4,4,10,12,4,10,No
46,Travel_Frequently,135,Human Resources,27,3,Life Sciences,1,893,1,Male,98,3,4,Healthcare Representative,1,Divorced,11619,14639,7,Y,No,18,3,1,80,0,23,3,1,9,4,0,3,Yes
47,Non-Travel,754,Sales,20,4,Life Sciences,1,894,1,Female,43,1,2,Manufacturing Director,2,Single,1009,24110,7,Y,No,20,3,1,80,1,21,5,4,1,3,7,5,Yes
49,Travel_Rarely,931,Research & Development,5,1,Medical,1,895,4,Male,63,4,1,Manufacturing Director,2,Divorced,5567,15342,1,Y,No,19,3,2,80,0,12,0,1,6,4,1,0,No
42,Travel_Rarely,322,Research & Development,23,5,Life Sciences,1,896,3,Female,77,1,3,Sales Executive,1,Married,10561,23974,0,Y,No,22,3,1,80,1,24,4,1,10,12,0,3,Yes
35,Travel_Rarely,635,Research & Development,9,1,Life Sciences,1,897,1,Male,90,3,3,Manager,1,Divorced,5082,19370,8,Y,Yes,16,3,3,80,2,29,2,4,9,3,0,2,Yes
38,Travel_Rarely,793,Sales,26,4,Medical,1,898,2,Female,64,3,4,Laboratory Technician,2,Married,12737,19449,9,Y,No,11,3,4,80,0,12,1,3,17,7,0,11,No
47,Travel_Rarely,1492,Human Resources,27,3,Life Sciences,1,899,4,Male,94,1,5,Research Scientist,3,Married,3682,18580,3,Y,No,19,3,3,80,1,3,2,2,3,2,1,6,No
29,Travel_Rarely,1033,Research & Development,16,1,Other,1,900,4,Female,88,2,5,Sales Executive,2,Married,14728,17233,8,Y,No,13,3,2,80,2,21,0,4,3,2,0,4,No
40,Non-Travel,942,Research & Development,22,1,Life Sciences,1,901,4,Male,65,4,3,Research Scientist,3,Married,1009,17602,6,Y,No,19,3,2,80,0,1,1,3,2,9,0,0,No
33,Travel_Rarely,1112,Research & Development,14,5,Medical,1,902,3,Female,48,1,5,Manufacturing Director,4,Divorced,12746,24529,5,Y,Yes,17,3,2,80,1,4,1,3,0,0,0,5,No
37,Travel_Frequently,683,Sales,22,5,Life Sciences,1,903,3,Male,71,3,2,Manufacturing Director,3,Single,2297,23623,9,Y,No,24,3,4,80,0,0,4,2,10,6,0,5,No
48,Non-Travel,1241,Research & Development,8,1,Human Resources,1,904,2,Male,98,2,5,Human Resources,3,Single,13291,5340,8,Y,No,22,3,1,80,0,16,2,2,7,2,0,3,No
38,Non-Travel,340,Research & Development,27,1,Medical,1,905,2,Female,48,4,2,Sales Executive,1,Single,4300,24332,9,Y,No,23,3,2,80,1,0,0,3,5,1,0,4,Yes
37,Non-Travel,1460,Research & Development,20,5,Life Sciences,1,906,4,Male,68,3,3,Human Resources,2,Single,11691,22190,3,Y,No,13,3,1,80,1,19,5,2,2,2,0,10,No
24,Travel_Rarely,542,Human Resources,19,4,Other,1,907,2,Male,98,4,3,Manufacturing Director,4,Single,12486,16059,0,Y,No,19,3,2,80,0,25,5,3,10,0,6,7,No
43,Non-Travel,249,Research & Development,14,2,Life Sciences,1,908,1,Male,81,2,3,Laboratory Technician,2,Single,3783,5511,4,Y,No,24,4,4,80,0,24,1,1,7,0,0,0,No
42,Travel_Frequently,1134,Research & Development,7,2,Other,1,909,3,Male,41,3,4,Sales Representative,3,Married,11302,8539,5,Y,No,17,3,3,80,2,1,4,2,16,4,0,11,No
56,Travel_Rarely,1413,Research & Development,5,1,Marketing,1,910,4,Male,76,2,5,Healthcare Representative,3,Married,6368,7511,5,Y,No,17,4,3,80,1,0,5,1,7,3,0,1,No
34,Travel_Rarely,489,Sales,18,5,Other,1,911,4,Male,65,1,1,Research Scientist,3,Single,1009,17588,0,Y,No,17,3,4,80,0,6,1,2,9,0,4,9,No
38,Travel_Frequently,1175,Research & Development,2,3,Life Sciences,1,912,1,Male,92,1,1,Sales Representative,2,Single,8889,15460,6,Y,No,12,3,1,80,1,18,6,3,16,9,3,1,Yes
39,Travel_Rarely,1017,Research & Development,11,3,Medical,1,913,1,Female,80,4,3,Manufacturing Director,3,Divorced,1722,22629,7,Y,Yes,21,3,2,80,0,20,2,3,4,0,0,3,Yes
51,Travel_Rarely,739,Research & Development,22,2,Life Sciences,1,914,1,Male,72,2,5,Healthcare Representative,2,Single,3430,15396,4,Y,No,14,3,3,80,0,16,5,3,4,9,0,0,Yes
36,Travel_Rarely,379,Research & Development,8,4,Marketing,1,915,1,Male,63,2,2,Sales Representative,4,Single,2303,24995,1,Y,No,20,3,4,80,1,15,3,3,15,4,4,5,No
39,Travel_Rarely,1090,Research & Development,1,2,Medical,1,916,4,Female,78,4,1,Laboratory Technician,4,Single,8277,5753,1,Y,No,18,3,1,80,1,29,6,3,0,3,0,0,No
42,Travel_Rarely,1425,Research & Development,27,1,Life Sciences,1,917,3,Female,47,4,3,Manufacturing Director,2,Single,1867,9600,4,Y,No,22,4,3,80,0,7,0,3,5,4,3,4,Yes
38,Travel_Frequently,690,Research & Development,22,4,Life Sciences,1,918,3,Male,90,4,1,Healthcare Representative,4,Married,1009,23030,6,Y,Yes,12,3,4,80,1,5,6,2,5,5,0,2,No
32,Travel_Rarely,750,Research & Development,12,3,Marketing,1,919,1,Male,86,1,1,Laboratory Technician,1,Married,1596,7767,6,Y,No,23,4,2,80,0,2,3,2,1,0,3,2,Yes
38,Travel_Rarely,719,Research & Development,2,5,Marketing,1,920,2,Female,34,4,1,Sales Executive,3,Married,3164,4251,3,Y,Yes,14,3,4,80,1,14,2,1,10,0,0,5,No
46,Travel_Rarely,236,Sales,18,5,Life Sciences,1,921,4,Male,53,1,3,Healthcare Representative,3,Single,8834,19059,2,Y,Yes,20,4,1,80,0,9,3,4,3,3,6,7,No
27,Travel_Rarely,681,Sales,7,1,Life Sciences,1,922,3,Male,93,4,3,Sales Executive,3,Married,10772,2889,8,Y,No,18,3,3,80,0,17,2,2,7,5,0,8,No
38,Non-Travel,1272,Research & Development,26,2,Other,1,923,1,Male,88,2,4,Healthcare Representative,1,Married,10705,13483,6,Y,No,22,3,2,80,0,7,2,2,1,6,4,0,No
30,Travel_Rarely,591,Sales,17,1,Life Sciences,1,924,2,Female,67,2,4,Research Director,3,Single,6336,20361,1,Y,No,13,3,1,80,1,16,4,4,8,8,1,2,No
47,Travel_Rarely,579,Sales,22,5,Life Sciences,1,925,2,Male,62,4,4,Research Scientist,2,Single,6215,13653,0,Y,Yes,22,4,4,80,0,8,6,4,19,0,0,3,No
23,Travel_Rarely,1284,Research & Development,23,3,Life Sciences,1,926,1,Female,39,4,1,Sales Executive,3,Single,5636,15584,1,Y,No,16,3,3,80,0,10,3,1,6,5,6,6,No
31,Travel_Rarely,485,Research & Development,14,5,Life Sciences,1,927,4,Female,66,1,5,Research Scientist,2,Married,8587,8138,2,Y,No,22,3,3,80,0,10,1,1,6,4,0,6,No
40,Travel_Frequently,264,Research & Development,24,4,Other,1,928,3,Male,40,3,3,Laboratory Technician,4,Single,11762,11095,4,Y,Yes,12,3,1,80,1,0,2,3,0,2,2,1,No
51,Travel_Frequently,542,Human Resources,7,5,Human Resources,1,929,2,Female,53,1,4,Research Director,2,Married,5789,23698,2,Y,No,18,3,2,80,0,10,6,1,12,11,2,8,Yes
36,Travel_Rarely,1314,Research & Development,22,5,Medical,1,930,3,Male,50,2,5,Laboratory Technician,2,Single,9003,2666,9,Y,Yes,18,3,1,80,1,15,3,1,6,5,0,5,No
31,Travel_Rarely,516,Research & Development,25,4,Life Sciences,1,931,3,Male,49,4,4,Sales Executive,2,Single,1009,3300,8,Y,No,22,3,3,80,0,3,1,4,9,9,4,10,Yes
54,Travel_Rarely,1464,Sales,3,2,Other,1,932,2,Male,39,2,4,Manufacturing Director,3,Single,10507,18377,9,Y,No,23,3,3,80,1,26,0,2,12,0,8,5,No
23,Travel_Rarely,1306,Research & Development,27,5,Other,1,933,1,Male,76,3,5,Healthcare Representative,1,Married,7515,15190,3,Y,No,11,3,3,80,3,11,1,3,5,7,7,0,No
18,Travel_Rarely,389,Research & Development,6,1,Life Sciences,1,934,2,Male,76,1,4,Research Scientist,1,Single,1646,21558,6,Y,No,13,3,2,80,1,6,3,1,13,6,3,1,No
40,Travel_Rarely,288,Research & Development,20,5,Technical Degree,1,935,2,Male,44,2,1,Healthcare Representative,2,Married,11525,4554,3,Y,No,24,3,3,80,1,6,3,4,13,6,1,3,Yes
32,Travel_Rarely,1263,Research & Development,2,1,Other,1,936,4,Male,73,1,1,Research Scientist,3,Married,1009,22483,2,Y,No,12,4,3,80,1,21,1,3,9,3,4,1,No
27,Travel_Rarely,231,Research & Development,17,4,Human Resources,1,937,3,Male,91,4,1,Manager,1,Married,1009,7019,9,Y,No,17,3,1,80,2,4,1,3,8,11,5,0,No
43,Non-Travel,295,Sales,12,5,Other,1,938,1,Male,35,2,2,Research Scientist,4,Married,10479,21091,0,Y,No,17,3,3,80,0,13,5,4,7,3,2,10,No
39,Non-Travel,417,Research & Development,12,4,Medical,1,939,3,Female,95,3,4,Research Scientist,4,Married,8311,3809,8,Y,No,14,3,4,80,1,18,2,1,10,4,0,0,No
31,Travel_Rarely,245,Research & Development,17,4,Life Sciences,1,940,2,Male,33,1,2,Sales Representative,3,Married,1009,16533,0,Y,No,22,4,1,80,2,15,3,1,10,0,0,2,No
25,Travel_Frequently,117,Research & Development,27,2,Other,1,941,1,Female,52,1,3,Laboratory Technician,4,Divorced,8170,23723,0,Y,Yes,22,3,3,80,0,6,2,1,0,4,3,4,No
44,Travel_Rarely,1427,Sales,10,5,Life Sciences,1,942,1,Male,42,3,5,Research Scientist,4,Single,11998,3663,0,Y,Yes,18,3,1,80,0,17,2,1,2,3,3,0,Yes
42,Travel_Rarely,524,Human Resources,3,1,Marketing,1,943,1,Male,60,2,3,Research Director,4,Single,7727,19154,4,Y,No,13,4,1,80,3,12,6,3,12,8,0,3,No
35,Travel_Frequently,346,Human Resources,20,1,Marketing,1,944,1,Male,45,2,2,Healthcare Representative,1,Married,17961,15326,6,Y,Yes,24,3,4,80,1,0,0,2,8,6,3,0,Yes
53,Non-Travel,1028,Sales,18,5,Marketing,1,945,4,Male,70,1,1,Research Scientist,4,Married,2500,12119,6,Y,No,19,3,1,80,0,20,6,3,5,8,0,2,No
27,Non-Travel,1232,Research & Development,13,2,Medical,1,946,1,Male,30,3,4,Manufacturing Director,2,Married,1009,16699,9,Y,No,15,3,1,80,1,6,3,3,17,3,1,0,No
23,Travel_Rarely,1213,Research & Development,12,2,Marketing,1,947,2,Male,41,1,4,Sales Representative,2,Single,1009,4607,0,Y,No,24,3,2,80,0,9,2,4,11,2,1,2,No
30,Travel_Rarely,230,Human Resources,27,2,Life Sciences,1,948,4,Female,85,1,1,Healthcare Representative,4,Married,1009,11086,5,Y,No,23,3,3,80,0,13,0,3,13,7,0,3,Yes
36,Travel_Frequently,1008,Research & Development,27,1,Other,1,949,2,Female,79,4,4,Research Scientist,2,Divorced,16552,11427,8,Y,No,24,3,2,80,1,7,5,1,5,4,2,8,No
39,Travel_Rarely,988,Research & Development,27,4,Medical,1,950,2,Male,49,2,5,Manufacturing Director,1,Married,6476,18319,5,Y,Yes,12,3,3,80,1,17,2,4,9,0,0,1,Yes
34,Travel_Rarely,442,Research & Development,17,2,Medical,1,951,3,Female,95,2,5,Manufacturing Director,3,Divorced,15613,16017,3,Y,No,19,3,1,80,1,2,2,4,6,2,5,11,No
40,Travel_Rarely,105,Research & Development,4,1,Medical,1,952,1,Male,65,4,5,Manager,2,Married,4833,21530,9,Y,No,11,4,3,80,0,6,5,4,0,0,3,4,No
25,Travel_Rarely,1452,Sales,23,1,Life Sciences,1,953,1,Male,67,2,3,Sales Executive,4,Single,2246,4125,8,Y,Yes,21,3,1,80,1,20,3,4,8,1,0,0,Yes
50,Travel_Rarely,407,Research & Development,10,4,Life Sciences,1,954,2,Female,51,2,1,Healthcare Representative,3,Married,1009,19986,2,Y,Yes,18,3,3,80,0,11,6,4,6,7,0,4,No
36,Travel_Rarely,1009,Sales,11,5,Technical Degree,1,955,1,Male,90,2,5,Sales Executive,3,Married,4635,11396,9,Y,Yes,16,3,1,80,1,3,1,1,6,2,0,8,Yes
47,Non-Travel,708,Sales,6,5,Other,1,956,4,Male,79,3,2,Healthcare Representative,4,Married,10467,6423,3,Y,Yes,22,3,3,80,0,11,5,2,13,3,0,0,No
40,Travel_Rarely,1350,Research & Development,6,2,Life Sciences,1,957,3,Male,88,4,5,Human Resources,2,Married,5444,19390,3,Y,Yes,11,3,3,80,0,14,1,2,6,3,4,11,No
41,Travel_Rarely,1473,Research & Development,27,2,Marketing,1,958,1,Male,49,1,3,Sales Executive,1,Married,1009,23721,3,Y,No,24,3,3,80,2,0,3,4,7,4,1,6,No
42,Travel_Rarely,1093,Research & Development,9,4,Technical Degree,1,959,1,Male,65,3,2,Research Scientist,2,Single,9569,7416,5,Y,No,14,4,1,80,0,24,6,2,7,2,1,0,Yes
40,Travel_Rarely,422,Research & Development,15,2,Life Sciences,1,960,4,Male,44,1,1,Laboratory Technician,2,Single,10442,3149,6,Y,No,13,3,3,80,1,25,1,3,10,10,0,2,Yes
42,Travel_Rarely,660,Research & Development,2,4,Marketing,1,961,3,Male,91,4,1,Healthcare Representative,1,Single,4009,26108,8,Y,Yes,17,3,1,80,0,12,6,2,8,0,0,2,No
48,Travel_Rarely,1306,Sales,4,1,Technical Degree,1,962,4,Male,32,4,5,Research Scientist,3,Divorced,3421,9201,2,Y,No,17,3,2,80,0,9,4,3,11,5,1,8,No
38,Travel_Frequently,719,Research & Development,5,2,Technical Degree,1,963,2,Female,34,4,2,Manufacturing Director,1,Single,1009,7764,7,Y,No,16,3,3,80,0,11,1,1,0,6,2,0,Yes
43,Travel_Rarely,812,Human Resources,17,1,Technical Degree,1,964,2,Male,85,2,2,Sales Representative,1,Divorced,9451,14475,7,Y,No,24,3,4,80,1,18,6,4,7,0,1,9,No
36,Non-Travel,1233,Research & Development,8,3,Other,1,965,1,Female,60,3,5,Healthcare Representative,4,Single,4327,15927,0,Y,No,20,3,4,80,0,14,5,3,6,6,3,8,No
50,Travel_Rarely,632,Research & Development,8,4,Life Sciences,1,966,3,Female,64,4,5,Healthcare Representative,4,Single,1009,20228,4,Y,No,24,3,1,80,1,13,2,1,0,1,4,10,No
30,Travel_Rarely,511,Research & Development,22,3,Life Sciences,1,967,2,Female,99,1,4,Research Scientist,2,Single,1009,9669,9,Y,No,20,3,4,80,1,22,2,1,0,5,7,4,Yes
53,Travel_Rarely,1421,Human Resources,12,2,Life Sciences,1,968,4,Female,55,2,4,Research Director,4,Single,9142,13457,4,Y,No,22,3,1,80,0,20,0,4,3,0,2,8,No
36,Travel_Rarely,919,Sales,21,1,Other,1,969,2,Male,30,2,5,Research Scientist,1,Divorced,4893,24865,7,Y,Yes,18,3,1,80,1,3,5,2,3,4,3,3,Yes
23,Travel_Frequently,1296,Research & Development,8,2,Life Sciences,1,970,2,Male,36,3,3,Sales Executive,1,Married,1163,5106,7,Y,No,17,3,4,80,0,18,6,1,5,12,0,7,No
38,Travel_Rarely,1456,Research & Development,19,3,Life Sciences,1,971,4,Male,65,3,4,Research Scientist,4,Divorced,6752,21906,1,Y,No,14,3,4,80,2,20,3,2,7,0,7,4,No
30,Travel_Rarely,594,Research & Development,3,2,Life Sciences,1,972,1,Female,54,3,5,Manufacturing Director,4,Divorced,2551,13848,2,Y,Yes,17,3,2,80,0,13,0,2,10,2,0,10,No
44,Travel_Frequently,1320,Sales,18,5,Life Sciences,1,973,3,Male,88,2,2,Sales Representative,4,Married,3478,24941,1,Y,No,11,3,1,80,0,15,2,2,0,10,4,5,No
30,Non-Travel,113,Research & Development,21,3,Marketing,1,974,1,Male,90,4,4,Sales Executive,1,Married,5233,7232,0,Y,No,13,3,4,80,0,8,2,3,1,8,0,1,Yes
32,Travel_Frequently,296,Sales,19,2,Life Sciences,1,975,4,Male,58,1,3,Manager,3,Married,14421,24738,1,Y,No,12,4,2,80,1,1,0,2,1,10,1,9,No
19,Travel_Rarely,591,Research & Development,19,1,Other,1,976,2,Female,47,4,1,Manager,3,Married,14399,23733,9,Y,No,17,3,2,80,1,26,5,2,6,2,2,4,No
32,Travel_Frequently,896,Research & Development,15,2,Other,1,977,3,Male,70,1,2,Laboratory Technician,4,Single,1009,18292,5,Y,Yes,19,3,1,80,2,0,4,1,7,5,0,2,Yes
18,Travel_Rarely,982,Sales,6,1,Life Sciences,1,978,1,Male,48,4,3,Healthcare Representative,2,Married,6196,6485,0,Y,No,15,4,3,80,2,24,1,4,13,5,2,1,No
22,Travel_Rarely,283,Research & Development,16,5,Technical Degree,1,979,4,Male,33,3,3,Sales Executive,2,Married,1009,14906,5,Y,No,19,3,4,80,0,10,6,3,1,1,1,0,Yes
43,Travel_Rarely,1063,Sales,8,2,Other,1,980,2,Female,94,1,3,Sales Executive,3,Single,1502,15506,0,Y,No,22,4,4,80,0,21,6,2,11,0,0,0,No
44,Travel_Rarely,757,Research & Development,16,5,Life Sciences,1,981,2,Male,70,2,2,Sales Representative,4,Married,1009,26025,1,Y,No,23,3,4,80,1,11,4,4,0,0,0,2,Yes
40,Travel_Rarely,1441,Research & Development,18,3,Life Sciences,1,982,1,Male,44,1,3,Laboratory Technician,1,Divorced,2421,9416,7,Y,No,18,3,4,80,2,18,4,2,7,2,0,4,No
28,Travel_Rarely,795,Sales,20,1,Life Sciences,1,983,4,Female,83,2,1,Research Scientist,2,Married,1009,11903,5,Y,No,11,4,4,80,0,14,4,2,10,0,0,2,Yes
